Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,Gold Label,Response,WER,CER,word_count
181,110-130_5_02_base_18_blur-1.5.jpg,110-130,5,2,18,1.5,white,"Shqetësimet për rrjetet sociale janë në fokus të qeverisë. Vijojnë diskutimet që po zhvillohen në shkolla të ndryshme të vendit mes stafeve mësimore dhe prindërve mbi idenë për kufizimin e rrjeteve sociale, si TikTok. Kryeministri Edi Rama ka publikuar pamje nga diskutimet, ndërsa shkruan se janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve. ”Vijon diskutimi me prindërit në shkollat e Tiranës, Shkodrës, Lezhës, Mamurrasit, Malësisë së Madhe, Hasit, Vaut të Dejës, Kurbinit, Beratit, Dimalit, Poliçanit, Belshit, Cërrikut, Librazhdit, Peqinit, Prrenjasit, Gramshit, Tepelenës, Përmetit dhe Vlorës me fokus kufizimi i rrjeteve sociale si TikTok. Deri tani, janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve, që po kontribuojnë me ide dhe sugjerime për të adresuar sfidat që sjell teknologjia”, shkruan Rama.","Shqetësimet për rrjetet sociale janë në fokus të qeverisë. Vijojnë diskutimet që po zhvillohen në shkolla të ndryshme të vendit mes stafeve mësimore dhe prindërve mbi idenë për kufizimin e rrjeteve sociale, si TikTok. Kryeministri Edi Rama ka publikuar pamje nga diskutimet, ndërsa shkruan se janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve. ""Vijon diskutimi me prindërit në shkollat e Tiranës, Shkodrës, Lezhës, Mamurrasit, Malësisë së Madhe, Hasit, Vaut të Dejës, Kurbinit, Beratit, Dimalit, Poliçanit, Belshit, Cërrikut, Librazhdit, Peqinit, Prrenjasit, Gramshit, Tepelenës, Përmetit dhe Vlorës me fokus kufizimi i rrjeteve sociale si TikTok. Deri tani, janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve, që po kontribuojnë me ide dhe sugjerime për të adresuar sfidat që sjell teknologjia"", shkruan Rama.",0.016260162601626018,0.0024009603841536613,123
182,110-130_5_03_base_24.jpg,110-130,5,3,24,0.0,white,"Shqetësimet për rrjetet sociale janë në fokus të qeverisë. Vijojnë diskutimet që po zhvillohen në shkolla të ndryshme të vendit mes stafeve mësimore dhe prindërve mbi idenë për kufizimin e rrjeteve sociale, si TikTok. Kryeministri Edi Rama ka publikuar pamje nga diskutimet, ndërsa shkruan se janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve. ”Vijon diskutimi me prindërit në shkollat e Tiranës, Shkodrës, Lezhës, Mamurrasit, Malësisë së Madhe, Hasit, Vaut të Dejës, Kurbinit, Beratit, Dimalit, Poliçanit, Belshit, Cërrikut, Librazhdit, Peqinit, Prrenjasit, Gramshit, Tepelenës, Përmetit dhe Vlorës me fokus kufizimi i rrjeteve sociale si TikTok. Deri tani, janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve, që po kontribuojnë me ide dhe sugjerime për të adresuar sfidat që sjell teknologjia”, shkruan Rama.","Shoqetësimet për rrjetet sociale janë në fokus të qeverisë. Vijojnë diskutimet që po zhvillohen në shkolla të ndryshme të vendit mes stafeve mësimore dhe prindërve mbi idenë për kufizimin e rrjeteve sociale, si TikTok. Kryeministri Edi Rama ka publikuar pamje nga diskutimet, ndërsa shkruan se janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve. ""Vijon diskutimi me prindërit në shkollat e Tiranës, Shkodrës, Lezhës, Mamurrasit, Malësisë së Madhe, Hasit, Vaut të Dejës, Kurbin, Beratit, Dimalit, Poliçanit, Belshit, Cërrikut, Librazhdit, Peqinit, Prrenjasit, Gramshit, Tepelenës, Përmetit dhe Vlorës me fokus kufizimi i rrjeteve sociale si TikTok. Deri tani, janë zhvilluar 394 takime me pjesëmarrjen e 14 mijë prindërve, që po kontribuojnë me ide dhe sugjerime për të adresuar sfidat që sjell teknologjia"", shkruan Rama.",0.032520325203252036,0.006002400960384154,123
183,110-130_6_01_base_12.jpg,110-130,6,1,12,0.0,white,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","""Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor"", shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.03278688524590164,0.0037593984962406013,123
184,110-130_6_02_base_18.jpg,110-130,6,2,18,0.0,white,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","""Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor"", shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.14754098360655737,0.043859649122807015,123
185,110-130_6_02_base_18_bg-light_yellow.jpg,110-130,6,2,18,0.0,light_yellow,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","""Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor"", shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.03278688524590164,0.0037593984962406013,123
186,110-130_6_02_base_18_bg-slate_gray.jpg,110-130,6,2,18,0.0,slate_gray,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","""Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor"", shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.03278688524590164,0.0037593984962406013,123
187,110-130_6_02_base_18_blur-0.75.jpg,110-130,6,2,18,0.75,white,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.01639344262295082,0.0012531328320802004,123
188,110-130_6_02_base_18_blur-1.5.jpg,110-130,6,2,18,1.5,white,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","""Ne kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor"", shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.03278688524590164,0.005012531328320802,123
189,110-130_6_03_base_24.jpg,110-130,6,3,24,0.0,white,"“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.
Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.","“Në kuadër të marrëveshjes së bashkëpunimit mes Shqipërisë dhe Hungarisë, zhvilluam një takim produktiv me Ministrin e Ekonomisë së Hungarisë, Márton Nagy. Diskutimet u përqendruan në mundësitë për të forcuar lidhjet ekonomike mes dy vendeve dhe për të nxitur zhvillimin e sektorit agro, një sektor kyç për ekonominë shqiptare me potencial të madh për rritje dhe përmirësim.

Gjatë takimit u trajtua rëndësia e investimeve të reja në këtë sektor për të krijuar ekonomi shkalle, për të rritur cilësinë dhe standardet e produkteve shqiptare dhe për të mbështetur rritjen e konkurrencës në tregun lokal dhe ndërkombëtar, duke përmirësuar aksesin në financë, i cili mbetet vendimtar për të lehtësuar dhe rritur investimet në këtë sektor”, shkruan në një postim në rrjetet sociale, ministrja Anila Denaj.",0.01639344262295082,0.0012531328320802004,123
190,110-130_7_01_base_12.jpg,110-130,7,1,12,0.0,white,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. “Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.",0.008064516129032258,0.0012004801920768306,124
191,110-130_7_02_base_18.jpg,110-130,7,2,18,0.0,white,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ""Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante"",-shkruan Balluku.",0.016129032258064516,0.0024009603841536613,124
192,110-130_7_02_base_18_bg-light_yellow.jpg,110-130,7,2,18,0.0,light_yellow,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ""Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante"" - shkruan Balluku.",0.03225806451612903,0.004801920768307323,124
193,110-130_7_02_base_18_bg-slate_gray.jpg,110-130,7,2,18,0.0,slate_gray,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ""Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimim profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante"" - shkruan Balluku.",0.04032258064516129,0.006002400960384154,124
194,110-130_7_02_base_18_blur-0.75.jpg,110-130,7,2,18,0.75,white,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ""Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante"",-shkruan Balluku.",0.016129032258064516,0.0024009603841536613,124
195,110-130_7_02_base_18_blur-1.5.jpg,110-130,7,2,18,1.5,white,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ""Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante"" - shkruan Balluku.",0.03225806451612903,0.004801920768307323,124
196,110-130_7_03_base_24.jpg,110-130,7,3,24,0.0,white,"Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.","Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Zv/kryeministrja, Belinda Balluku, njëherësh ministre e Infrastrukturës dhe Energjisë bëri të ditur se për funksionimin e këtyre dy institucioneve do të punësohen 118 persona. Ajo ftoi qytetarët me formimin e duhur profesional të bëhen pjesë e konkursit. ”Qendra Kombëtare e Monitorimit të Trafikut dhe Enti Kombëtar i Operimit Rrugor janë dy institucione të reja, në funksion të zhvillimit të transportit dhe sigurisë rrugore. Për të gjithë të interesuarit, të cilët kanë dëshirë, por edhe formimin profesional, të japin kontributin e tyre pranë këtyre institucioneve, do të mund të aplikojnë. Në dispozicion të kujtdo janë 118 vende vakante”,-shkruan Balluku.",0.0,0.0,124
