"ID","Title","Link","Content","Gold Label"
"37","ICC reveals Trophy Tour itinerary for 2025 Champions Trophy","https://www.geo.tv/latest/574649-icc-reveals-trophy-tour-itinerary-for-2025-champions-trophy","The trophy tour for the upcoming ICC Men's Champions Trophy 2025 is set to kick off in Islamabad today, the International Cricket Council announced on Saturday. The international cricket governing body unveiled the itinerary for the coveted silverware in an official statement released on its website. As per the statement, the trophy will travel across the eight participating nations, offering fans a chance to engage with the souvenir and enjoy unique experiences along the way. The tour will build excitement ahead of the tournament, set to take place in the coming year. ""The popular landmarks where the trophy will be displayed on the opening day of its tour in Islamabad are Daman-e-Koh, Faisal Mosque, and the Pakistan Monument where it will be accompanied by Pakistan cricket icon Shoaib Akhtar,"" the ICC mentioned. This marks the beginning of the international Trophy Tour for the silverware, offering fans worldwide exciting and interactive experiences. The tour will showcase vibrant engagements that highlight the event's refreshed visual identity. ""After Islamabad, the tour will head to iconic cities and venues in Pakistan such as Karachi, Abbottabad, and Taxila before leaving the land of defending champions to embark on an extensive international tour, where it will continue to showcase the vibrant cultures evident across competing nations,"" the statement read. A series of physical and digital engagements traversing iconic destinations, sporting events, and key battles in the international cricket calendar form the Trophy Tour schedule. Fans will be treated to a content series titled ‘Champion on Tour’ that will document the Trophy Tour’s journey around the world through the unique lens of food, music, and cricket. Anurag Dahiya, ICC Chief Commercial Officer, expressed his pleasure at the launch of the event. ""We are delighted to launch the Trophy Tour with DP World ahead of the ICC Men’s Champions Trophy, where another action-packed programme of activity is available to fans across the world,"" he said.  A post shared by Pakistan Cricket (@therealpcb)  “The silverware, which will be showcased across all participating nations, will allow the sport’s passionate fanbase to enjoy the unforgettable experience of being up close with the iconic trophy,” he added. Here is the complete route for trophy tour: November 16 — Islamabad, Pakistan November 17  — Taxila and Khanpur, Pakistan November 18  — Abbottabad, Pakistan November 19  — Murree, Pakistan November 20 — Nathia Gali, Pakistan November 22 to 25  — Karachi, Pakistan November 26 to 28 — Afghanistan December 10 to 13 — Bangladesh December 15 to 22 — South Africa December 25 to January  5 — Australia January 6 to 11 — New Zealand January 12 to 14 — England January 15 to 26 — India January 27  — event start in Pakistan","sports"
"38","Australia edge Pakistan in second T20I to secure unassailable lead","https://www.geo.tv/latest/574639-australia-win-toss-opt-to-bat-in-second-t20i-against-pakistan","Australia won T20I series 2-0 against Pakistan after defeating visitors by 13 runs in second match at Sydney Cricket Ground on Saturday. Set to chase 148, Pakistan only managed 134 before being bundled out in the final over. The visitors had a shaky start to the run chase as they lost star batter Babar Azam (three) and Sahibzada Farhan (five) inside three overs with just 17 runs on the board. Skipper Mohammad Rizwan then joined hands with Usman Khan and launched recovery. The duo, however, could add 27 runs to the total before Spencer Johson removed Rizwan in the 10th over, which also saw the dismissal of Salman Ali Agha (0). Rizwan scored a scratchy 16 off 26 deliveries. Coming out to bat at number 6 with the touring side reeling at 44/4 in 9.3 overs, Muhammad Irfan Khan registered a solid partnership with Usman and took the total past the 100-run mark. The 58-run partnership had put Pakistan in a comfortable position but Usman's untimely dismissal, followed by the three quick wickets, halted their progress. Irfan fought valiantly until the final over but his efforts were not enough to steer his side over the line. Usman remained the top-scorer for Pakistan with a gutsy 52 off 38 deliveries, laced with five boundaries including a six, followed by Irfan, who scored an unbeaten with a 28-ball 37, featuring as many boundaries. Johnson was the standout bowler for Australia, courtesy of his five-wicket haul. He was followed by Adam Zampa, who bagged two wickets. Opting to bat first, Australian openers Jake Fraser-McGurk and Matthew Short came out all guns blazing and smashed Pakistan pacers for 48 runs in the first three overs. After a dismal start with the ball, Pakistan captain Mohammad Rizwan’s decision to introduce Haris Rauf proved beneficial as the right-arm speedster struck twice in his first over, dismissing Fraser-McGurk and skipper Josh Inglis (0). Fraser-McGurk scored 20 off just nine deliveries with the help of three fours and a six. His opening partner Short, on the other hand, perished in the next over as Abbas Afridi reduced Australia to 56/3 in five overs. Short remained the top-scorer for Australia with a 17-ball 32, laced with two fours and as many sixes. Following the triple blow, all-rounders Marcus Stoinis (14) and Glenn Maxwell (21) looked to anchor the innings with a 30-run partnership for the fourth wicket but their efforts were quashed by Sufiyan Muqeem, who removed both batters in his successive overs. Haris continued to unsettle Australia as the right-arm pacer bagged two more wickets — Tim David (18) and Xavier Bartlett (five) — and registered magnificent match figures of 4/22 in his quota of four overs. Young pacer Abbas bowled an exceptional final over as he conceded only six runs and took two wickets to further dent Australia’s chances of posting a commendable total. Abbas returned brilliant figures of 3/17 in his four overs, while Sufiyan claimed two wickets. The third and final match takes place in Hobart on Monday. Pakistan won the preceding one-day international (ODI) series 2-1 before a 29-run defeat in the rain-shortened T20 series opener. Babar Azam, Mohammad Rizwan (capt, wk), Sahibzada Farhan, Usman Khan, Salman Ali Agha, Irfan Khan, Abbas Afridi, Shaheen Shah Afridi, Haris Rauf, Naseem Shah, Sufiyan Muqeem Jake Fraser-McGurk, Matt Short, Josh Inglis (capt, wk), Glenn Maxwell, Tim David, Marcus Stoinis, Aaron Hardie, Xavier Bartlett, Nathan Ellis, Adam Zampa, Spencer Johnson","sports"
"39","Jake Paul vs Mike Tyson: Social media influencer beats ex-heavyweight champ","https://www.geo.tv/latest/574627-jake-paul-vs-mike-tyson-social-media-influencers-beats-ex-heavyweight-champ","Social media star-turned-boxer Jake Paul secured a unanimous decision victory over former heavyweight champion Mike Tyson in their much-anticipated professional fight on Friday night in Arlington, Texas,CNNreported. In front of a crowd of 72,300 at AT&T Stadium, Paul dominated much of the bout against Tyson, earning a unanimous decision victory and becoming only the sixth fighter to defeat the former heavyweight champion. The bout between the 27-year-old social media influencer-turned-prizefighter and the 58-year-old ex-heavyweight champion was streamed live on Netflix. The win boosts Jake Paul's professional record to 11-1, with seven knockouts, solidifying his position as a credible contender in boxing. The fans were left largely disappointed as Tyson — given his age — was never able to generate any offence against his younger opponent and landed just 18 punches against Paul's 78. ""First and foremost, Mike Tyson — it's an honor to be able to fight him,"" said Paul. ""It was as tough and hard as I thought it would be."" He said the former champion was an icon and it was an honour for him to fight him. ""He’s the G.O.A.T. I look up to him, I’m inspired by him, and we wouldn’t be here today without him."" Tyson, who wore a knee brace, never mounted much of a challenge after being wobbled by some left hands in the third round, but did enough defending to avoid taking any serious damage. He admitted after the contest to fighting through a leg injury. ""Yeah, but I can't use that as an excuse. If I did, I wouldn't be in here,"" Tyson said. ""I knew he was a good fighter. He was prepared, I came to fight. I didn't prove nothing to anybody, only to myself. I'm not one of those guys that live to please the world. I'm just happy with what I can do."" Tyson, one of the most fearsome heavyweight champions of all time during his heyday in the late 1980s and early 1990s, was in his first professional fight in nearly 20 years. He was non-committal when asked if he would return to the ring again. ""I don't know. It depends on the situation,"" he said. Paul (11-1) said he can now fight anyone he wants, possibly even Mexican Canelo Alvarez, after being the main attraction in the mega event that brought out a star-studded crowd and 72,300 fight fans to the home of the NFL's Dallas Cowboys. ""This is the biggest event, over 120 million people on Netflix. We crashed the site, The biggest US boxing gate, $20 million, in US history, and everyone is next on the list.""","sports"
"40","PFF Normalisation Committee's 'inadequate response' irks PSB","https://www.geo.tv/latest/574571-pff-normalisation-committees-inadequate-response-irks-psb","KARACHI: The Pakistan Sports Board has dismissed the reply submitted by the Pakistan Football Federation's Normalisation Committee regarding concerns outlined in an earlier communication, labelling the response as inadequate and lacking substance. In a letter issued on Friday, the PSB called for a comprehensive and detailed response to the issues raised in its initial letter dated November 11, 2024. The NC had replied on November 13, but the board said the response failed to address specific queries and instead focused on generalisations. The PSB, in its earlier communication, had raised serious concerns about procedural irregularities. These included the delay in notifying successful candidates for the Provincial Football Associations before convening the Congress meeting, the NC Chairman's use of the title ""President, PFF"" instead of the Fifa-assigned designation of ""Chairman, NC,"" and the lack of a FIFA authorisation letter for proposed amendments to the PFF constitution. The board emphasised that such actions appeared to exceed the scope of the NC's mandate, calling for clarity on these matters. In its four-page reply, the NC largely highlighted its achievements since its appointment and insisted on its autonomy, suggesting that the PSB had been misled by individuals with vested interests. However, the PSB rejected these arguments, stating that the sequence of events has validated its concerns. It pointed out that the Congress meeting notice was issued on November 5, 2024, while the notifications for Provincial Association elections were delayed until November 13, 2024 — only after PSB intervention. This delay, the PSB noted, substantiated its apprehensions about procedural lapses. The board further criticised the NC Chairman's use of the title ""President, PFF,"" describing it as inconsistent with Fifa's mandate, which explicitly designates the role as ""Chairman, NC"". The country's sports board argued that such actions undermined transparency and governance, which are core principles of responsible sports management. While reiterating its support for the autonomy of sports organisations, the PSB stressed that autonomy must be exercised responsibly and in accordance with organisational statutes and mandates. It highlighted the International Olympic Committee's Olympic Agenda 2020, which emphasises that autonomy entails both rights and responsibilities. The board stated that autonomy cannot be a shield for actions that compromise transparency, fairness, or constitutional governance. ""As per the IOC's Olympic Agenda 2020, autonomy must be exercised responsibly, adhering to organisational statutes and mandates. Autonomy does not permit actions that undermine transparency, fairness, or constitutional governance,"" the letter reads. The PSB has also informed the NC Chairman Haroon Malik that the National Assembly Standing Committee on Inter-Provincial Coordination has scheduled a meeting on November 19, 2024, in Islamabad. The PFF has been invited to present a detailed report on the election process during the upcoming session. The PSB concluded its letter by reiterating the need for a detailed and substantive response to the issues raised in the initial correspondence, emphasising that this was essential for addressing the legitimate concerns of Pakistan's football community and ensuring compliance with Fifa's mandate. ""Finally, we reiterate our request for a detailed and substantive response to the queries raised in our letter dated 11th November 2024. This is essential for addressing the legitimate concerns of Pakistan's football community and ensuring adherence to Fifa's mandate,"" the PSB said.","sports"
"41","Messi's Argentina suffer shock defeat from Paraguay in World Cup qualifiers","https://www.geo.tv/latest/574507-messis-argentina-suffer-shock-defeat-from-paraguay-in-world-cup-qualifiers","A stunning bicycle kick from Antonio Sanabria and a second-half header from Omar Alderete gave Paraguay a well earned 2-1 home win over Lionel Messi's Argentina in the South American World Cup qualifiers on Thursday. Argentina took the lead 11 minutes into the game when Enzo Fernandez's deep pass found Lautaro Martinez, whose thunderous shot was initially ruled out for offside, but was eventually awarded after a VAR review. Paraguay went close moments later when Gustavo Gomez's header from a corner hit the crossbar. The home side quickly tried again with Gustavo Velazquez's cross finding Sanabria, who unleashed a superb overhead kick that left goalkeeper Emiliano Martinez helpless. The shocked visitors struggled to find their feet, with Messi, 36, largely absent from the action for much of the first half and only managing one shot that went wide. However, he was twice fouled by Alderete, but referee Anderson Daroco didn't show him a second yellow card before the break. ""I think, overall, we played a great game. We controlled the ball. Their goals came from two of our mistakes. We need to fix our lapses on set pieces,"" striker Martinez said after the match to TyC sports. ""The (goal) at the start of the second half made everything more difficult. We have to congratulate the opponent, who defended very well,"" Argentina coach Lionel Scaloni told a press conference. World Cup holders Argentina top the standings with 22 points from 11 games and will host ninth-placed Peru on Tuesday. Paraguay are sixth on 16 points, behind on goal difference to Ecuador, who hammered Bolivia 4-0 on Thursday, and Uruguay, who host second-placed Colombia on Friday. Earlier, Brazil were held to a 1-1 draw by Venezuela, leaving them in third place on 17 points. The top six teams will qualify automatically for the 2026 World Cup hosted by the United States, Mexico and Canada.","sports"
"42","Champions Trophy: ICC 'seeks written reasons from India' for refusing to tour Pakistan","https://www.geo.tv/latest/574491-champions-trophy-icc-seeks-written-reasons-from-india-for-refusing-to-tour-pakistan","The International Cricket Council (ICC) has officially demanded a written explanation from the Board of Control for Cricket in India (BCCI) over its decision to refuse a tour of Pakistan for the Champions Trophy 2025, sources revealed toGeo Newson Friday. The development follows the BCCI verbally informing the ICC of its decision not to travel to Pakistan for the mega-event, after which the Pakistan Cricket Board (PCB) requested the ICC to provide a copy of India’s written response in this regard, the sources added. They said that, as per the rules, the Indian board would have to provide solid grounds for not playing the tournament in the country. “In case of receiving a written reply, Pakistan may seek substantial evidence supporting the reasons,” they said, adding that the ICC would then have to take a final decision about India after reviewing those reasons. Scheduling of the Champions Trophy, one of the most important cricketing events after the World Cup, hit a snag after India refused to play the Champions Trophy 2025 in Pakistan. According to sources, the ICC last week informed the PCB that India would not tour Pakistan for the eight-team tournament. Pakistan has rejected the option of a hybrid arrangement that would allow India to play their matches at neutral venues, such as in the United Arab Emirates. Meanwhile, the PCB wrote to the sport’s governing body seeking an explanation for India’s refusal to send a team to the country for the mega cricket event. Sources privy to the development said that if the Indian cricket body failed to provide proper reasons, then the Indian team would be asked to participate in the cricketing event in Pakistan. If, for any reason, India refuses to play in Pakistan without valid reasons, another team may replace them in the Champions Trophy, they added. As the ICC earns from the trophy's broadcast rights, advertisements, and sponsorships, India’s non-participation may deal it a financial blow of $500 million, while the Indian board is estimated to lose $100 million in revenues, according to the sources.","sports"
"43","Ronaldo fires up Portugal ahead of Nations League clash","https://www.geo.tv/latest/574473-ronaldo-fires-up-portugal-ahead-of-fifth-nations-league-clash-with-poland","Portuguese football legend Cristiano Ronaldo rallied his national squad to ""focus"" on victory as they prepare to face Poland in their fifth UEFA Nations League match on Friday, with their sights set on a spot in the summer semi-finals. Ahead of this crucial clash at the Estadio do Dragao in Lisbon, the 39-year-old captain of Portugal shared an inspiring message on his social media, emphasising the importance of teamwork and focus. Taking to his Instagram, the Al Nassr striker posted a series of photos in which he can be seen smiling and practicing with his teammates. ""Focused on the win!"" he captioned the post. A post shared by Cristiano Ronaldo (@cristiano) Portugal's head coach Roberto Martinez faced disappointment at Euro 2024 as his squad's promising campaign ended in a penalty shootout defeat to France in the quarter-finals. Despite this setback, Portugal have rebounded impressively, winning three of their four matches in the UEFA Nations League with Ronaldo scoring in all three games. Consequently, the five-time Ballon d'Or award winner is likely to lead Portugal's attacking unit on Friday even after a goal-less Euro 2024 campaign. On the other hand, Poland failed to secure a single victory at Euro 2024, pickin up their only point against France as they crashed out in the group stages. Additionally, Poland are without a win in their last three games, including a disappointing 3-1 defeat when they hosted Portugal. The Poles have failed to win any of their last five head-to-heads against this opponent.","sports"
"44","Pak-India relations: US says sports is potent, connecting force","https://www.geo.tv/latest/574445-pak-ind-relations-us-says-sports-is-certainly-potent-connecting-force","WASHINGTON: Against the backdrop of India’s refusing to tour Pakistan to participate in the Champions Trophy 2025, the United States has stressed adopting sports diplomacy as it ""connects people"". US State Department Deputy Spokesperson Vedant Patel stated this responding to a query about Pakistan-India relations' affecting the big sports event. ""…sports is certainly a potent and connecting force. This department really prioritises the role that sports diplomacy has in connecting people. It is something that I know is incredibly important to the US State Department,"" he said. The cricket world is is currently facing a dilemma regarding scheduling of the Champions Trophy, one of the most important cricketing event after the World Cup. Patel was of the view that at the end of the day, sports connected so many people, and it was a great way for human-to-human and people-to-people ties that the US administration had really prioritised. Patel also said since it was something between India and Pakistan so it was certainly for them to speak, whether it be through sports or other means. “I will let them speak to their own bilateral relationship. Certainly not something for us to get in the middle of…,” he maintained. The development comes after India refused to play Champions Trophy tournament in Pakistan next year. The International Cricket Council (ICC) informed the Pakistan Cricket Board (PCB) last week that India would not tour Pakistan for the eight-team tournament, sources had said, leaving the fate of the event hanging in the balance. Pakistan had previously rejected the option of a hybrid arrangement that would allow India to play their matches at neutral venues, for example in the United Arab Emirates. Meanwhile, the PCB has asked the sport's governing body to explain India's refusal to send a team to the country for the mega cricket event. The board intends to present a firm stance, reflecting the government's advisory, and has decided to not accept any ""hybrid model"" provisioning any of its Champions Trophy matches outside Pakistan. ""If India's participation contributes to ICC’s revenue, the PCB’s role is equally crucial, and without Pakistan-India matches, the ICC revenues would suffer significantly,"" say sources. Also, there's a chance of Pakistan boycotting ICC events in India altogether for ""mixing sports with politics"" and refusing to visit Pakistan. The prospective move, if executed, could have major financial and structural consequences for global cricket as Pakistan's absence could weaken viewership and ICC’s projected revenue from broadcasters and sponsors. The ICC, which secured $3.2 billion from broadcast rights for the 2024-2027 cycle and anticipates $1 billion more in other revenue, relies heavily on marquee events featuring Pakistan and India, which consistently attract record viewership and engagement. “No India vs Pakistan games in ICC events mean all broadcast and sponsorship deals would fall out,” said a source who noted that a match in the ICC event is important for global cricket. In recent years, the ICC has made sure that India play Pakistan at least once in each of the global cricketing events, ensuring a major chunk of revenue from this game. The match between arch-rivals at the 2023 World Cup drew unprecedented interest, with 173 million viewers on Indian TV and 225 million digital viewers. It is to be noted that India has not played an international match in Pakistan since 2008. Last year, the BCCI declined to send a team to Pakistan for the Asia Cup, leading to a hybrid format with later stages held in Sri Lanka. However, Pakistan did visit India soon after for the 2023 ODI World Cup, where they fell short of reaching the semi-finals. To another query, the State Department spokesperson said the US condemned the Balochistan Liberation Army (BLA) Majeed Brigade’s November 9 bombing at a railway station. He also extended condolences to the victims and their families. ""We have a shared interest in combating these kinds of threats with Pakistan. We have a shared commitment to regional security. The US itself has designated the BLA as a specially designated global terrorist organisation. We did that back in 2019. And at the end of the day, we're going to continue to stand shoulder-to-shoulder with Pakistan in its fight against terrorism and violent extremism,"" he added. In response to a question about restrictions on internet usage including social media platform X in Pakistan, he said internet freedom was something that the US would continue to raise around the world.","sports"
"45","ICC in talks with boards over non-payment of T20 World Cup dues to players","https://www.geo.tv/latest/574411-icc-in-talks-with-boards-over-non-payment-of-t20-world-cup-dues-to-players","The governing International Cricket Council (ICC) is in talks with several boards which have yet to pay prize money from this year's Twenty20 World Cup to the players, sources told Reuters on Thursday. India beat South Africa in the final to win the tournament, which was co-hosted by the US and West Indies in June. The World Cricketers' Association (WCA) said in a statement on Wednesday that some cases of non-payment of the prize money have been paired with ""threatening and intimidatory behaviour"" by national governing bodies to player groups. A source told Reuters that the ICC has taken up the issue with five boards of the 20 participating countries to ensure players were paid in a timely manner. Earlier, WCA CEO Tom Moffat said the global players' body was ""extremely concerned... with a number of threats made against players who stand up for themselves and their colleagues in some cricket environments."" ""We appreciate the ICC's efforts to date in ensuring the players involved are paid in full and are certain the ICC will continue to take all appropriate steps against any Boards who do not do so and to enforce their terms of participation,"" Moffat said in the statement. ""Every player in our sport should receive the benefits they are entitled to in full, and should be provided with a safe environment to play, work, and advocate for themselves and their colleagues off the field, through a players' association if they choose."" The WCA released the statement after the board met this week in Singapore for its annual general meeting, where they also launched a Global Player Hardship Fund. The fund was created to support international players in need ""who are not covered by the game's existing domestic frameworks for support."" ""We are certain it is going to assist those current and recently retired international cricketers who are presently unsupported and vulnerable,"" said JP Van Wyk, the WCA's head of welfare and education.","sports"
"46","ICC Champions Trophy tour to kick off in Islamabad from Nov 16","https://www.geo.tv/latest/574394-icc-champions-trophy-tour-to-kick-off-in-islamabad-from-nov-16","The trophy tour for the upcoming ICC Champions Trophy 2025 will kick off from Islamabad on November 16 despite the uncertainty surrounding the Indian team's visit to Pakistan for the tournament scheduled for February next year. The Pakistan Cricket Board (PCB) on X said that the trophy's tour will begin in Islamabad and will also see scenic travel destinations like Skardu, Murree, Hunza and Muzaffarabad. ""Catch a glimpse of the trophy which Sarfaraz Ahmed lifted in 2017 at The Oval, from 16-24 November,"" wrote the cricket body. The prestigious silverware was brought from Dubai to Islamabad, two days before the scheduled commencement of the trophy tour. Notably, it would be the first instance that an ICC event’s trophy tour will be held before the announcement of the tournament’s schedule, which is typically unveiled four months ahead of the kick off date. Earlier today, it was reported that the broadcasters are pushing the ICC for immediate announcement of the Champions Trophy’s schedule. The schedule for the highly-anticipated tournament was due to be announced earlier this week but the Board of Control for Cricket in India’s (BCCI) refusal resulted in the delay. According to the sources, the broadcasters, who secured the broadcasting rights for a record $3 billion until 2027, were assured a cycle that includes blockbuster Pakistan-India clashes, which typically generate the highest viewership and revenue. However, India’s stubbornness has jeopardised the entire situation and with no clear timeframe for the schedule announcement. It is pertinent to mention that the ICC is currently in a ‘catch-22’ due to India’s decision to not travel Pakistan and the Pakistan Cricket Board’s (PCB) firm stance against the proposed hybrid model.","sports"
"47","'No objections raised by any country including India' over Champions Trophy schedule","https://www.geo.tv/latest/574387-no-objections-raised-by-any-country-including-india-over-champions-trophy-schedule","KARACHI: No country, including India, raised any concerns about the proposed schedule for the ICC Champions Trophy 2025 in Pakistan during the ICC Board meeting in Dubai last month, held alongside the ICC Women's T20 World Cup, sources toldGeo News. Minutes from the board meeting indicate that the schedule, also approved by ICC broadcasters, was shared with all participating teams, and no objections were raised, highly placed sources confirmed. ""A match schedule has been developed in conjunction with the Pakistan Cricket Board (PCB). The 15 matches are to be hosted across three venues in Pakistan: Rawalpindi, Lahore, and Karachi. ""The match schedule has been approved by ICC's main broadcast partner,Star, and each participating team has received a copy of their schedule for the event. No member has raised any concerns with the schedule as circulated,"" it stated. A source in Islamabad with knowledge of the matter suggested that recent developments, including India's verbal communication to the cricket's regulatory body about its inability to travel to Pakistan, may point to ""mala fide intentions"" aimed at creating disruption ahead of the Champions Trophy. ""There was no discussion of such concerns during the ICC Board meeting, the appropriate forum to address such matters. Yet, just as Pakistan was set to host an event marking 100 days to the tournament, the BCCI informed the ICC of its position verbally,"" the source said. The source further confirmed that a high-profile event was planned for November 11 to unveil the match schedule, event identity, and trophy tour. During the October board meeting, the PCB had also provided updates on the progress of development work at the three venues. The source added that the ICC had also green-signalled the PCB to host an international testing event at all three venues before the Champions Trophy which the PCB was planning to hold in January. Before the October meeting, the PCB and ICC had jointly briefed security managers from all participating teams on the tournament's master security plan. No objections were raised at any stage, the source added. The PCB, meanwhile, is awaiting a response from the ICC to a questionnaire sent two days back following India's verbal communication to the ICC about its inability to travel to Pakistan. ""The delay in ICC's reply suggests there is no written communication from the BCCI. If such a document existed, it would have been shared with the PCB by now. It has been two days since PCB wrote to the ICC,"" the source noted. ""Pakistan was announced as the host of the Champions Trophy long ago, and the host agreement was signed in December 2023. Why didn't the BCCI consult its government about travelling to Pakistan when the event was announced? Why wait until the last minute?"" the source questioned. With less than 100 days to go before the ICC Champions Trophy, the uncertainty surrounding the schedule is not only frustrating cricket fans globally but also affecting stakeholders with commercial interests tied to the tournament. ""A lot of branding and brand activation activities are currently on hold due to this uncertainty,"" another source said. The final schedule, though already shared with participating teams and broadcasters, for the Champions Trophy 2025 is yet to be announced, officially.","sports"
"48","All-round Australia clinch victory by 29 runs as Pakistan's batting collapse","https://www.geo.tv/latest/574305-pakistan-win-toss-opt-to-field-in-first-t20i-against-australia","    BRISBANE: In a rain-hit T20I series opener, a dominant Australia secured victory by 29 runs after the bowlers sparked a Pakistan batting collapse in the rain-hit first T20I of the three-match series against Pakistan at The Gabba on Thursday. The Men in Green only managed to score 64/9 in pursuit of a daunting 94-run target in seven overs. The visitors had a decent start as they amassed 12 runs for the loss of one wicket in the first over. Pakistan then ran into a disastrous middle-order collapse, including the the dismissals of key batters Babar Azam (3) and captain Mohammad Rizwan (0), and were consequently reduced to 20/5 in three overs. Xavier Bartlett, who picked up two wickets in his first over, dismissed Salman Ali Agha (4) to keep Pakistan under pressure. The right-arm pacer recorded brilliant bowling figures of 13/3 in his quota of two overs. Coming out to bat at No.8 with the visitors reeling at 24/6 in 3.2 overs, Abbas Afridi offered a notable fightback against the momentum-filled Australian bowling attack with an unbeaten 20-run cameo. His efforts, however, were not enough to steer his side over the line as Pakistan succumbed to a 29-run defeat in the series opener. Nathan Ellis led the bowling charge for Australia with astounding figures of 3/9 in two overs, while Adam Zampa bagged two wickets. Earlier, Glenn Maxwell’s blitzing powered Australia to a formidable total of 93 in first T20I. In a match that was reduced to seven overs per side, Pakistan’s captain Rizwan won the toss and put Australia into bat. The hosts came out all guns blazing with openers Jake Fraser-McGurk and Matthew Short scoring 16 runs off the first over, bowled by ace pacer Shaheen Shah Afridi. Naseem Shah drew first success for Pakistan by dismissing Fraser-McGurk, nine off five, on the first delivery of his spell. But Maxwell, promoted to bat at No.3, dominated the proceedings despite Short’s departure in the third over. The hard-hitting batter eventually fell victim to Mohammad Abbas in the penultimate over, which also saw the ouster of Tim David (9) as Australia slipped to 73/4 in six overs. Maxwell remained the top-scorer for Australia with a 19-ball 43, laced with five fours and three sixes. Marcus Stoinis then smashed Naseem for 20 runs in the final over and bolstered Australia’s total to 93/4 in the allotted seven overs. The right-handed batter remained unbeaten with a seven-ball 21, which featured two fours and a six. For Pakistan, Abbas bagged two wickets, while Shaheen and Naseem shared two between them. Days earlier, the Men in Green celebrated a significant triumph after defeating the Kangaroos in the third and final ODI, clinching the three-match series 2-1. With this win, the Green Shirts marked their first ODI series win on Australian soil in 22 years, with the previous 50-over series victory dating back to 2002. Additionally, it is worth noting that Pakistan are playing their first match since their dismal ICC Men's T20 World Cup 2024 campaign, which saw them crashing out from the group stage of the tournament for the first time due to their gut-wrenching defeats against the United States and arch-rivals India. Australia, on the other hand, are fresh from a 3-0 routing of Scotland and a 1-1 stalemate against fierce rivals England. Pakistan:Babar Azam, Mohammad Rizwan (c/wk), Sahibzada Farhan, Usman Khan, Salman Agha, Irfan Khan, Abbas Afridi, Shaheen Shah Afridi, Haseebullah Khan, Haris Rauf, Naseem Shah Australia:Jake Fraser-McGurk, Matt Short, Josh Inglis (c/wk), Glenn Maxwell, Marcus Stoinis, Aaron Hardie, Xavier Bartlett, Nathan Ellis, Adam Zampa, Spencer Johnson","sports"
"49","India kabaddi team 'fails to secure permission' for Pakistan tour","https://www.geo.tv/latest/574319-india-kabaddi-team-fails-to-secure-permission-for-pakistan-tour","After denying permission to India cricket team, the Indian authorities have turned down their kabaddi team’s request for permission to travel to Pakistan as well, sources toldGeo Newson Thursday. They said the Pakistan Kabaddi Federation had been informed of this development. Pakistan and India were scheduled to play kabaddi matches in Kartarpur next week, then in Lahore and Bahawalpur as well. The development comes after India refused to play Champions Trophy tournament in Pakistan next year. The International Cricket Council (ICC) informed the Pakistan Cricket Board (PCB) last week that India would not tour Pakistan for the eight-team tournament, sources had said, leaving the fate of the event hanging in the balance. Pakistan had previously rejected the option of a hybrid arrangement that would allow India to play their matches at neutral venues, for example in the United Arab Emirates. Meanwhile, the PCB has asked the sport's governing body to explain India's refusal to send a team to the country for the mega cricket event. The board intends to present a firm stance, reflecting the government's advisory, and has decided to not accept any ""hybrid model"" provisioning any of its Champions Trophy matches outside Pakistan. ""If India's participation contributes to ICC’s revenue, the PCB’s role is equally crucial, and without Pakistan-India matches, the ICC revenues would suffer significantly,"" say sources. Also, there's a chance of Pakistan boycotting ICC events in India altogether for ""mixing sports with politics"" and refusing to visit Pakistan. The prospective move, if executed, could have major financial and structural consequences for global cricket as Pakistan's absence could weaken viewership and ICC’s projected revenue from broadcasters and sponsors. The ICC, which secured $3.2 billion from broadcast rights for the 2024-2027 cycle and anticipates $1 billion more in other revenue, relies heavily on marquee events featuring Pakistan and India, which consistently attract record viewership and engagement. “No India vs Pakistan games in ICC events mean all broadcast and sponsorship deals would fall out,” said a source who noted that a match in the ICC event is important for global cricket. In recent years, the ICC has made sure that India play Pakistan at least once in each of the global cricketing events, ensuring a major chunk of revenue from this game. The match between arch-rivals at the 2023 World Cup drew unprecedented interest, with 173 million viewers on Indian TV and 225 million digital viewers. It is to be noted that India has not played an international match in Pakistan since 2008. Last year, the BCCI declined to send a team to Pakistan for the Asia Cup, leading to a hybrid format with later stages held in Sri Lanka. However, Pakistan did visit India soon after for the 2023 ODI World Cup, where they fell short of reaching the semi-finals.","sports"
